method_enc,team_size,budget_ratio,progress,velocity,open_tickets,absences,overscoped,team_issues,tech_debt,scope_creep,key_person_risk,unclear_requirements,meetings_per_week,doc_score,duration_planned,sprints_count,ai_score,delay_days,overrun_pct,success,risk_category,methodology,sector,budget
2,22,0.9,55,61,8,0,1,0,0,0,0,1,3,5.4,46,3,6.0,0,0.0,1,1,Scrum,E-commerce,243000.0
2,15,0.719,35,42,13,0,1,0,0,1,0,0,2,6.1,213,15,3.5,50,0.0,0,3,Scrum,E-commerce,46000.0
2,10,0.567,59,84,6,3,0,1,0,1,0,0,2,4.1,215,15,5.9,0,0.0,0,2,Scrum,Industrie,599000.0
0,16,0.57,56,74,12,2,0,1,0,1,0,0,3,4.3,101,7,5.6,0,0.0,0,2,Agile,Industrie,475000.0
2,22,0.324,71,72,7,3,0,0,0,0,1,0,2,7.4,69,4,8.0,0,0.0,1,0,Scrum,Logistique,472000.0
2,5,0.738,92,66,1,2,1,1,0,0,0,0,2,9.6,395,28,7.3,0,0.0,1,1,Scrum,Logistique,308000.0
3,9,0.655,23,19,28,2,0,0,0,0,0,0,3,6.7,374,26,5.2,30,0.0,0,2,Waterfall,Logistique,536000.0
2,21,0.576,96,107,1,2,0,0,0,1,0,0,3,8.2,118,8,9.5,0,0.0,1,0,Scrum,Education,483000.0
3,14,0.397,52,46,34,3,0,1,1,0,0,1,0,2.9,152,10,2.5,51,0.0,0,3,Waterfall,Finance,532000.0
2,4,0.571,92,103,0,0,1,0,1,0,0,1,3,2.4,140,10,7.4,0,0.0,1,1,Scrum,Education,583000.0
3,23,0.627,42,49,16,4,0,0,0,0,1,0,4,5.5,128,9,6.1,0,0.0,1,1,Waterfall,Telecom,59000.0
3,14,0.54,58,68,7,0,0,0,0,0,0,0,0,6.0,70,5,8.1,0,0.0,1,0,Waterfall,Telecom,36000.0
2,22,0.611,94,85,21,0,0,0,0,0,0,0,1,7.6,260,18,9.4,0,0.0,1,0,Scrum,Finance,226000.0
1,9,0.554,55,87,3,2,0,0,0,0,1,1,2,0.0,55,3,6.9,0,0.0,1,1,Kanban,Finance,599000.0
1,19,0.404,44,42,15,2,0,1,0,0,0,0,2,5.3,316,22,5.0,36,0.0,0,2,Kanban,IT,571000.0
3,9,0.715,44,54,0,0,1,0,0,0,0,0,2,5.5,394,28,5.5,0,0.0,0,2,Waterfall,E-commerce,587000.0
1,24,0.797,67,66,0,2,1,0,0,0,0,1,2,5.1,348,24,5.5,0,0.0,0,2,Kanban,Logistique,136000.0
1,2,0.721,40,74,0,3,1,1,0,0,0,0,2,5.0,397,28,4.1,44,0.0,0,3,Kanban,E-commerce,214000.0
2,16,0.417,53,80,13,3,0,0,0,0,0,0,4,6.1,316,22,7.6,0,0.0,1,0,Scrum,E-commerce,246000.0
1,14,0.603,36,59,8,0,0,0,0,0,0,0,4,7.8,250,17,8.0,0,0.0,1,0,Kanban,Logistique,310000.0
2,18,0.398,79,78,0,0,0,0,0,1,0,0,3,6.2,220,15,9.6,0,0.0,1,0,Scrum,E-commerce,73000.0
1,11,0.638,21,34,19,3,0,0,1,0,1,0,2,8.9,230,16,4.2,38,0.0,0,3,Kanban,Logistique,474000.0
2,23,0.658,59,100,0,0,0,0,0,0,0,1,2,1.4,357,25,8.4,0,0.0,1,0,Scrum,IT,298000.0
1,19,0.617,37,72,13,1,0,0,0,0,0,0,3,7.1,332,23,7.1,0,0.0,1,1,Kanban,Telecom,206000.0
2,20,0.731,60,64,12,0,1,0,0,0,0,0,3,5.4,247,17,6.6,0,0.0,1,1,Scrum,Finance,82000.0
2,22,0.829,39,54,16,4,1,1,0,1,0,0,2,3.7,33,2,1.7,64,0.0,0,3,Scrum,E-commerce,124000.0
1,8,0.269,59,57,20,0,0,0,0,0,0,0,2,9.6,135,9,7.0,0,0.0,1,1,Kanban,E-commerce,396000.0
2,5,0.555,69,91,0,2,0,1,1,0,0,0,3,9.3,187,13,8.0,0,0.0,1,0,Scrum,Logistique,308000.0
2,14,0.513,84,83,0,1,0,0,0,1,0,0,2,8.6,65,4,8.9,0,0.0,1,0,Scrum,Logistique,359000.0
0,22,0.372,28,50,1,5,0,1,1,0,0,1,2,1.5,380,27,2.6,58,0.0,0,3,Agile,Finance,444000.0
2,22,0.889,71,83,13,5,1,1,0,0,1,0,2,7.6,193,13,2.7,58,0.0,0,3,Scrum,IT,388000.0
2,9,0.693,29,67,14,2,1,0,0,0,0,0,3,9.5,106,7,5.4,34,0.0,0,2,Scrum,Telecom,562000.0
1,8,0.812,37,31,38,2,1,0,0,0,1,0,2,8.1,168,12,2.1,54,0.0,0,3,Kanban,Finance,427000.0
2,11,0.765,55,82,23,1,0,0,0,1,0,1,2,5.0,146,10,5.3,33,0.0,0,2,Scrum,Education,291000.0
1,5,0.264,47,48,30,1,0,0,0,0,0,0,3,7.4,233,16,6.2,0,0.0,1,1,Kanban,IT,235000.0
0,14,0.657,63,60,19,2,0,1,0,0,0,1,4,2.3,251,17,5.2,35,0.0,0,2,Agile,Santé,110000.0
0,8,0.344,64,92,10,5,0,0,0,0,1,0,2,7.9,110,7,6.3,0,0.0,1,1,Agile,E-commerce,124000.0
3,23,0.458,28,55,4,1,0,1,0,0,0,0,4,9.8,340,24,6.4,0,0.0,1,1,Waterfall,Education,485000.0
1,12,0.668,52,49,5,1,0,0,0,1,1,1,2,0.0,217,15,4.4,35,0.0,0,3,Kanban,Santé,397000.0
2,7,0.383,60,84,11,0,0,1,0,0,0,0,1,5.8,278,19,7.9,0,0.0,1,0,Scrum,Santé,349000.0
3,9,0.846,43,54,28,6,1,1,1,0,0,0,2,6.3,165,11,1.0,73,0.0,0,3,Waterfall,Telecom,537000.0
3,20,0.617,42,43,7,0,0,0,0,0,0,0,0,7.2,107,7,6.7,0,0.0,1,1,Waterfall,Logistique,319000.0
1,24,0.821,48,59,13,2,1,1,0,0,0,0,3,7.1,386,27,4.5,38,0.0,0,2,Kanban,Finance,57000.0
1,17,0.463,47,71,17,2,0,0,0,0,0,0,1,5.9,183,13,7.0,0,0.0,1,1,Kanban,E-commerce,185000.0
1,3,0.464,48,81,0,0,0,0,0,1,0,0,1,8.9,372,26,6.8,0,0.0,1,1,Kanban,Logistique,343000.0
2,15,0.412,71,84,0,3,0,0,0,1,1,0,3,9.6,117,8,7.6,0,0.0,1,0,Scrum,Telecom,139000.0
2,14,0.661,86,87,4,0,0,0,0,0,0,1,2,1.2,381,27,9.2,0,0.0,1,0,Scrum,Industrie,442000.0
2,8,0.55,66,98,0,2,0,0,0,0,0,1,2,1.6,33,2,8.7,0,0.0,1,0,Scrum,Industrie,242000.0
0,18,0.689,78,81,8,0,0,0,1,0,1,0,3,9.6,265,18,7.9,0,0.0,1,0,Agile,E-commerce,162000.0
1,9,0.531,22,30,15,5,0,1,0,0,0,0,2,4.1,95,6,3.1,51,0.0,0,3,Kanban,Industrie,546000.0
2,5,0.558,100,128,0,0,0,0,1,1,0,1,3,3.4,190,13,8.4,0,0.0,1,0,Scrum,Education,248000.0
0,24,0.378,43,65,15,2,0,1,0,0,0,0,3,8.9,150,10,6.5,0,0.0,1,1,Agile,E-commerce,132000.0
2,14,0.428,93,116,0,0,0,0,0,0,0,0,3,8.2,172,12,10.0,0,0.0,1,0,Scrum,Industrie,473000.0
2,7,0.303,86,97,9,0,0,0,0,0,0,0,3,7.1,241,17,10.0,0,0.0,1,0,Scrum,IT,38000.0
2,20,0.324,76,94,4,0,0,0,0,0,0,0,1,7.6,94,6,10.0,0,0.0,1,0,Scrum,Finance,516000.0
2,8,0.29,49,56,4,1,0,0,0,0,1,0,4,6.8,198,14,7.4,0,0.0,1,1,Scrum,Logistique,422000.0
1,17,0.587,44,54,11,1,0,0,0,0,0,0,2,8.2,336,24,7.1,0,0.0,1,1,Kanban,IT,599000.0
3,6,0.299,47,56,6,6,0,1,0,0,1,1,2,2.8,243,17,3.7,47,0.0,0,3,Waterfall,E-commerce,31000.0
2,22,0.589,61,64,14,2,1,0,0,0,0,0,2,9.0,221,15,6.4,0,0.0,1,1,Scrum,Industrie,519000.0
1,3,0.675,5,45,0,0,1,0,0,0,0,1,2,0.0,98,7,4.1,44,0.0,0,3,Kanban,Education,494000.0
2,11,0.603,73,85,0,4,1,0,1,0,0,0,3,7.3,182,13,6.5,0,0.0,1,1,Scrum,IT,104000.0
2,20,0.785,66,96,8,0,1,0,1,0,0,1,1,1.9,202,14,5.0,44,0.0,0,2,Scrum,Industrie,292000.0
2,2,0.736,31,72,0,0,0,0,1,0,0,0,2,7.6,117,8,7.6,0,0.0,1,0,Scrum,IT,39000.0
2,12,0.264,25,53,24,0,0,0,0,0,1,0,3,9.4,309,22,6.4,0,0.0,1,1,Scrum,E-commerce,368000.0
2,14,0.315,66,97,0,3,0,0,0,0,1,0,2,8.0,238,17,8.5,0,0.0,1,0,Scrum,E-commerce,179000.0
1,20,0.855,30,34,23,2,1,1,0,0,0,1,2,3.3,172,12,1.0,66,0.0,0,3,Kanban,Logistique,50000.0
0,6,0.522,60,64,0,0,0,1,0,1,0,0,4,8.6,233,16,6.6,0,0.0,1,1,Agile,Logistique,89000.0
1,5,0.526,72,76,16,0,0,0,0,0,0,0,4,6.5,328,23,9.7,0,0.0,1,0,Kanban,IT,491000.0
2,4,0.547,78,80,16,2,0,0,0,0,0,0,2,10.0,54,3,9.5,0,0.0,1,0,Scrum,Telecom,107000.0
2,16,0.442,37,51,20,0,0,0,0,1,0,0,2,8.1,295,21,6.0,0,0.0,1,1,Scrum,Telecom,461000.0
2,21,0.681,89,109,5,4,1,1,0,0,0,1,3,8.7,351,25,6.3,0,0.0,1,1,Scrum,Industrie,483000.0
3,10,0.351,67,78,0,0,0,0,0,0,0,1,1,3.3,144,10,7.9,0,0.0,1,0,Waterfall,Finance,150000.0
3,22,0.867,63,88,0,3,1,1,0,1,0,0,0,9.1,86,6,4.5,34,0.0,0,2,Waterfall,Finance,106000.0
2,19,0.636,51,55,19,4,0,0,0,0,1,0,3,10.0,150,10,6.6,0,0.0,1,1,Scrum,Education,92000.0
3,8,0.613,47,45,16,2,0,1,0,0,0,0,4,5.6,317,22,6.1,0,0.0,1,1,Waterfall,Finance,479000.0
3,6,0.502,31,55,6,3,0,0,0,0,1,0,3,7.6,215,15,5.7,0,0.0,0,2,Waterfall,Logistique,321000.0
2,21,0.79,61,103,5,0,1,0,1,1,0,0,1,4.1,356,25,5.2,33,0.0,0,2,Scrum,Santé,503000.0
1,13,0.481,36,71,1,3,0,0,0,0,1,0,2,8.4,58,4,7.4,0,0.0,1,1,Kanban,Education,79000.0
2,14,0.607,66,101,0,0,0,0,0,0,0,1,3,8.6,95,6,9.6,0,0.0,1,0,Scrum,Industrie,303000.0
0,18,0.406,55,75,10,4,0,0,0,0,1,0,4,6.3,227,16,7.2,0,0.0,1,1,Agile,Logistique,114000.0
1,4,0.674,47,55,13,3,0,0,0,0,1,0,1,5.7,335,23,5.5,0,0.0,0,2,Kanban,Industrie,322000.0
2,9,0.271,71,64,4,0,0,0,0,0,0,0,2,6.5,376,26,9.6,0,0.0,1,0,Scrum,Telecom,158000.0
0,16,0.553,63,88,0,3,1,1,0,0,1,0,2,5.2,40,2,6.2,0,0.0,1,1,Agile,Santé,561000.0
3,21,0.519,28,49,6,1,0,1,0,1,0,0,2,7.7,302,21,3.8,51,0.0,0,3,Waterfall,E-commerce,273000.0
3,2,0.268,62,85,6,2,0,0,0,0,0,0,2,6.8,294,21,8.9,0,0.0,1,0,Waterfall,Industrie,581000.0
1,17,0.457,52,68,3,4,0,0,0,0,1,1,2,2.3,268,19,5.5,0,0.0,0,2,Kanban,Telecom,566000.0
3,9,0.383,32,53,0,0,0,0,0,1,0,1,4,3.1,121,8,6.7,0,0.0,1,1,Waterfall,E-commerce,494000.0
2,3,0.399,100,124,0,2,0,0,0,0,0,0,2,1.8,337,24,10.0,0,0.0,1,0,Scrum,Santé,505000.0
2,7,0.503,54,54,8,0,0,0,0,1,0,0,2,7.1,244,17,6.7,0,0.0,1,1,Scrum,Logistique,471000.0
2,16,0.499,84,110,0,1,0,1,1,0,0,0,2,6.4,325,23,8.3,0,0.0,1,0,Scrum,Logistique,83000.0
2,2,0.512,59,73,4,2,1,1,0,0,0,0,3,5.2,399,28,5.7,0,0.0,0,2,Scrum,E-commerce,63000.0
3,8,0.622,24,58,0,0,0,0,0,1,0,1,2,5.9,396,28,6.6,0,0.0,1,1,Waterfall,Santé,509000.0
0,14,0.514,45,63,2,5,0,1,0,0,1,0,3,6.7,231,16,5.5,0,0.0,0,2,Agile,Santé,337000.0
0,19,0.37,64,117,0,1,0,0,1,0,0,0,2,7.4,189,13,9.1,0,0.0,1,0,Agile,Telecom,582000.0
1,18,0.483,68,82,5,5,1,0,0,0,0,0,3,7.8,355,25,6.1,0,0.0,1,1,Kanban,Logistique,525000.0
1,11,0.81,49,60,18,3,0,0,0,1,0,0,3,6.5,313,22,4.8,39,0.0,0,2,Kanban,IT,255000.0
0,10,0.331,31,48,24,1,0,0,0,0,0,1,2,1.3,92,6,5.4,39,0.0,0,2,Agile,Santé,228000.0
2,20,0.394,34,57,0,2,0,0,0,0,1,0,3,5.0,217,15,7.4,0,0.0,1,1,Scrum,Santé,51000.0
1,22,0.631,72,71,19,0,0,0,0,0,0,0,3,4.4,284,20,8.5,0,0.0,1,0,Kanban,Finance,489000.0
2,16,0.544,86,90,6,1,0,0,0,0,0,0,1,4.0,150,10,10.0,0,0.0,1,0,Scrum,Santé,54000.0
2,18,0.336,68,94,14,2,0,1,0,0,1,0,2,8.9,48,3,6.4,0,0.0,1,1,Scrum,Finance,258000.0
0,4,0.525,54,70,6,2,0,0,1,0,1,1,1,2.8,61,4,5.6,0,0.0,0,2,Agile,Industrie,134000.0
3,2,0.586,36,33,4,3,0,1,0,0,0,0,3,3.3,187,13,6.0,0,0.0,1,1,Waterfall,Logistique,311000.0
2,15,0.455,80,110,9,2,0,1,0,1,0,0,2,9.9,231,16,7.1,0,0.0,1,1,Scrum,Education,350000.0
2,2,0.647,26,62,23,3,0,0,0,1,0,0,3,7.0,98,7,4.9,34,0.0,0,2,Scrum,Logistique,44000.0
3,4,0.711,17,23,29,2,1,1,0,0,0,0,2,8.2,151,10,1.9,64,0.0,0,3,Waterfall,Education,209000.0
0,12,0.693,50,78,0,1,0,0,1,1,0,0,2,10.0,30,2,6.8,0,0.0,1,1,Agile,Logistique,131000.0
0,18,0.574,71,77,0,1,0,0,0,1,0,1,2,2.8,52,3,8.0,0,0.0,1,0,Agile,IT,428000.0
3,7,0.546,50,66,2,4,0,0,0,0,1,1,2,4.3,190,13,6.3,0,0.0,1,1,Waterfall,IT,240000.0
2,5,0.427,95,117,0,2,1,0,0,0,1,1,1,2.4,97,6,7.2,0,0.0,1,1,Scrum,Santé,116000.0
2,11,0.806,27,54,12,3,1,0,1,0,0,0,3,4.1,65,4,2.9,52,0.0,0,3,Scrum,Education,321000.0
3,16,0.616,28,37,21,4,1,0,0,0,1,0,4,7.9,162,11,3.7,52,0.0,0,3,Waterfall,E-commerce,562000.0
2,15,0.972,74,113,0,1,1,0,0,0,0,0,4,8.6,252,18,7.3,0,0.0,1,1,Scrum,Industrie,222000.0
3,18,0.836,41,79,0,2,1,0,1,0,0,0,2,5.4,195,13,4.8,34,0.0,0,2,Waterfall,Logistique,430000.0
3,5,0.58,37,40,18,0,1,0,0,0,0,0,2,7.7,310,22,4.1,45,0.0,0,3,Waterfall,Santé,523000.0
0,12,0.581,33,44,0,2,0,0,0,1,0,0,3,6.2,342,24,6.4,0,0.0,1,1,Agile,Telecom,157000.0
0,22,0.763,68,87,1,2,1,0,0,0,0,0,2,2.4,60,4,7.5,0,0.0,1,0,Agile,E-commerce,487000.0
0,15,0.335,58,63,20,3,0,0,0,0,1,0,3,6.0,290,20,6.9,0,0.0,1,1,Agile,Education,262000.0
1,17,0.96,64,70,1,1,1,1,0,0,0,0,2,7.7,73,5,4.6,36,0.0,0,2,Kanban,Finance,387000.0
1,12,0.55,75,92,0,2,0,0,0,0,0,0,3,6.7,318,22,10.0,0,0.0,1,0,Kanban,E-commerce,246000.0
1,17,0.481,33,65,0,0,0,0,0,0,0,1,3,2.8,246,17,7.4,0,0.0,1,1,Kanban,Education,295000.0
1,8,0.502,31,67,10,7,0,1,0,0,1,0,3,5.5,295,21,3.8,43,0.0,0,3,Kanban,Industrie,406000.0
2,11,0.651,61,106,2,3,1,1,0,0,0,1,2,7.2,277,19,6.3,0,0.0,1,1,Scrum,Santé,436000.0
1,9,0.529,27,57,25,4,0,1,0,1,0,0,2,6.8,63,4,3.5,52,0.0,0,3,Kanban,IT,498000.0
0,17,0.714,32,57,21,0,0,0,1,0,0,0,2,8.8,334,23,6.5,0,0.0,1,1,Agile,Education,357000.0
2,15,0.489,34,71,4,4,0,1,0,0,1,1,2,2.4,276,19,3.7,49,0.0,0,3,Scrum,Santé,130000.0
1,21,0.506,59,84,20,3,0,1,0,0,0,0,2,4.8,88,6,5.3,33,0.0,0,2,Kanban,Education,377000.0
1,4,0.916,82,111,11,0,1,0,0,1,0,0,4,7.6,223,15,7.2,0,0.0,1,1,Kanban,E-commerce,271000.0
2,11,0.383,67,72,2,0,0,0,0,1,0,1,2,3.1,255,18,7.8,0,0.0,1,0,Scrum,Industrie,313000.0
3,21,0.503,16,25,14,2,0,0,0,0,0,1,3,3.6,148,10,4.2,45,0.0,0,3,Waterfall,Education,253000.0
2,16,0.843,66,83,16,3,1,1,0,0,0,1,3,2.4,142,10,4.2,55,0.0,0,3,Scrum,Education,439000.0
2,17,0.704,43,67,0,3,1,0,0,0,0,0,4,8.8,66,4,6.9,0,0.0,1,1,Scrum,Industrie,548000.0
2,7,0.593,68,98,0,0,0,0,0,0,0,1,2,0.0,231,16,9.1,0,0.0,1,0,Scrum,Finance,246000.0
2,7,0.47,71,75,21,0,0,0,1,0,1,0,3,7.0,140,10,7.3,0,0.0,1,1,Scrum,E-commerce,526000.0
1,18,0.619,86,82,7,2,0,0,1,0,1,0,2,5.9,73,5,8.0,0,0.0,1,0,Kanban,Industrie,22000.0
2,19,0.434,30,62,13,1,0,0,0,0,0,0,3,3.4,86,6,6.9,0,0.0,1,1,Scrum,Logistique,416000.0
1,20,0.498,55,77,0,1,1,0,0,0,0,0,2,10.0,85,6,8.1,0,0.0,1,0,Kanban,E-commerce,532000.0
1,20,0.379,48,48,12,0,0,0,0,0,0,0,2,8.7,310,22,8.1,0,0.0,1,0,Kanban,Telecom,174000.0
1,18,0.369,54,59,13,0,0,0,0,0,0,0,1,7.0,88,6,8.1,0,0.0,1,0,Kanban,Finance,377000.0
1,10,0.615,79,67,6,0,1,0,0,0,0,0,0,6.4,366,26,6.8,0,0.0,1,1,Kanban,Santé,375000.0
1,23,0.634,72,69,9,4,0,1,0,1,0,0,3,8.6,226,16,5.6,0,0.0,0,2,Kanban,Santé,360000.0
1,9,0.424,54,58,14,1,0,0,0,0,0,0,3,9.7,235,16,8.1,0,0.0,1,0,Kanban,Telecom,252000.0
1,4,0.611,34,59,0,2,0,0,0,1,0,0,3,9.2,245,17,7.3,0,0.0,1,1,Kanban,Industrie,71000.0
0,12,0.644,37,42,10,3,0,1,0,0,0,0,4,7.5,162,11,5.4,31,0.0,0,2,Agile,Telecom,399000.0
1,10,0.318,20,36,3,2,0,0,0,0,1,0,2,5.1,365,26,4.9,46,0.0,0,2,Kanban,Industrie,162000.0
1,24,0.556,27,52,18,0,0,0,0,0,0,0,2,6.0,220,15,6.2,0,0.0,1,1,Kanban,Telecom,98000.0
3,23,0.407,10,33,23,1,0,0,1,0,0,0,2,8.3,265,18,4.6,36,0.0,0,2,Waterfall,Industrie,92000.0
2,4,0.536,35,52,5,0,1,0,0,0,0,0,2,8.1,167,11,6.0,0,0.0,1,1,Scrum,Santé,437000.0
2,15,0.282,32,78,6,3,0,0,0,0,1,1,2,1.7,235,16,5.1,42,0.0,0,2,Scrum,Santé,526000.0
1,6,0.526,66,66,1,1,1,0,0,0,1,1,1,2.4,309,22,5.3,38,0.0,0,2,Kanban,E-commerce,37000.0
2,4,0.432,70,90,3,0,0,0,0,0,0,0,0,4.4,52,3,9.6,0,0.0,1,0,Scrum,Telecom,31000.0
2,2,0.453,34,72,10,0,1,0,0,0,0,0,3,10.0,210,15,6.2,0,0.0,1,1,Scrum,IT,585000.0
2,23,0.537,54,57,0,0,0,1,0,0,0,0,3,6.6,97,6,7.7,0,0.0,1,0,Scrum,Finance,139000.0
3,9,0.787,34,63,3,1,1,0,0,0,0,0,2,10.0,145,10,5.8,0,0.0,0,2,Waterfall,E-commerce,288000.0
3,11,0.453,25,35,1,2,0,0,0,0,1,1,2,1.7,308,22,4.9,36,0.0,0,2,Waterfall,Industrie,77000.0
2,23,0.388,62,89,15,4,0,1,0,1,0,0,1,5.5,381,27,4.8,43,0.0,0,2,Scrum,E-commerce,137000.0
3,17,0.492,57,46,16,3,0,0,1,0,1,0,3,9.9,303,21,5.9,0,0.0,0,2,Waterfall,Finance,584000.0
3,11,0.33,52,58,0,4,0,1,1,0,1,0,2,7.2,377,26,4.7,36,0.0,0,2,Waterfall,E-commerce,226000.0
2,6,0.483,43,64,20,0,0,0,0,0,0,0,2,5.6,109,7,7.2,0,0.0,1,1,Scrum,Telecom,595000.0
1,13,0.421,43,55,4,1,0,0,0,0,1,1,4,2.7,315,22,6.8,0,0.0,1,1,Kanban,Education,348000.0
2,18,0.65,29,80,4,0,0,0,0,0,0,0,2,7.9,256,18,8.4,0,0.0,1,0,Scrum,Logistique,23000.0
2,3,0.613,56,73,0,1,1,0,0,1,0,0,2,6.8,125,8,5.9,0,0.0,0,2,Scrum,E-commerce,128000.0
3,15,0.621,60,58,25,1,1,0,0,0,0,0,3,6.7,381,27,5.3,36,0.0,0,2,Waterfall,IT,394000.0
2,9,0.583,53,90,5,4,0,1,0,0,0,0,3,3.8,93,6,6.5,0,0.0,1,1,Scrum,Finance,239000.0
1,9,0.524,48,55,4,0,0,0,0,1,0,0,2,8.7,64,4,7.1,0,0.0,1,1,Kanban,Education,563000.0
0,20,0.528,54,71,14,3,0,1,1,0,0,0,3,10.0,32,2,5.2,33,0.0,0,2,Agile,Finance,291000.0
1,23,0.256,54,54,0,0,0,0,0,0,0,0,3,8.9,302,21,8.4,0,0.0,1,0,Kanban,Telecom,243000.0
3,18,0.324,74,81,7,0,0,0,0,0,0,0,1,4.5,343,24,9.6,0,0.0,1,0,Waterfall,Education,368000.0
3,24,0.661,62,71,15,0,0,0,0,1,0,0,3,9.0,287,20,7.2,0,0.0,1,1,Waterfall,E-commerce,286000.0
2,24,0.467,51,71,0,2,0,0,0,0,0,0,0,6.4,64,4,8.0,0,0.0,1,0,Scrum,Education,110000.0
0,2,0.897,60,75,9,3,1,1,1,0,0,1,2,4.1,353,25,1.3,68,0.0,0,3,Agile,Finance,127000.0
3,19,0.702,58,65,6,0,0,1,1,0,0,0,1,5.9,399,28,6.3,0,0.0,1,1,Waterfall,Telecom,321000.0
2,19,0.586,60,86,0,2,0,0,0,1,1,0,2,7.4,159,11,7.1,0,0.0,1,1,Scrum,IT,25000.0
2,11,0.74,5,59,0,0,1,0,0,1,0,0,3,8.0,353,25,3.8,37,0.0,0,3,Scrum,Logistique,445000.0
0,20,0.839,41,81,1,2,1,0,0,0,0,0,3,7.0,47,3,6.3,0,0.0,1,1,Agile,Education,155000.0
1,5,0.534,60,40,23,2,0,0,0,0,0,0,3,4.2,382,27,6.1,0,0.0,1,1,Kanban,Telecom,415000.0
2,22,0.317,40,55,12,1,0,0,0,0,0,0,2,7.8,217,15,8.0,0,0.0,1,0,Scrum,Finance,70000.0
2,15,0.417,100,91,12,1,0,0,0,1,0,1,2,2.6,386,27,8.3,0,0.0,1,0,Scrum,Industrie,516000.0
3,21,0.616,35,37,26,4,0,1,1,0,0,0,1,2.9,77,5,2.5,61,0.0,0,3,Waterfall,Industrie,239000.0
1,14,0.524,26,59,16,0,0,0,1,0,0,1,2,3.8,177,12,4.8,35,0.0,0,2,Kanban,E-commerce,545000.0
1,14,0.534,42,49,0,5,0,0,0,0,1,0,3,9.8,301,21,6.3,0,0.0,1,1,Kanban,Santé,321000.0
1,21,0.747,38,61,13,4,1,1,0,1,0,0,0,8.4,71,5,2.2,62,0.0,0,3,Kanban,Telecom,317000.0
0,12,0.317,70,71,0,2,0,0,0,0,1,1,2,0.7,32,2,7.4,0,0.0,1,1,Agile,Logistique,371000.0
2,5,0.623,47,53,1,2,1,0,0,0,0,0,2,8.1,212,15,6.8,0,0.0,1,1,Scrum,Telecom,270000.0
0,11,0.64,54,91,0,5,1,1,0,0,0,0,3,8.1,46,3,5.9,0,0.0,0,2,Agile,Logistique,338000.0
2,13,0.491,49,65,14,0,1,0,0,0,0,1,3,3.7,211,15,5.9,0,0.0,0,2,Scrum,Santé,220000.0
0,22,0.779,99,83,5,0,0,0,0,1,0,0,3,7.7,366,26,9.6,0,0.0,1,0,Agile,Industrie,294000.0
2,19,0.542,41,26,24,0,0,0,0,0,0,0,3,9.7,267,19,7.0,0,0.0,1,1,Scrum,Santé,523000.0
3,8,0.627,51,49,28,0,0,0,1,0,0,0,2,6.1,200,14,5.9,0,0.0,0,2,Waterfall,Logistique,559000.0
2,23,0.747,64,71,0,1,1,0,0,1,0,0,2,9.0,299,21,6.1,0,0.0,1,1,Scrum,Education,184000.0
2,2,0.264,100,91,13,2,0,0,0,0,0,0,4,7.7,104,7,10.0,0,0.0,1,0,Scrum,Santé,420000.0
3,19,1.019,29,50,0,2,1,1,1,0,0,1,1,6.0,136,9,1.1,63,1.9,0,3,Waterfall,Finance,317000.0
1,9,0.87,69,87,7,3,1,0,0,0,0,0,2,8.3,226,16,6.3,0,0.0,1,1,Kanban,Telecom,402000.0
1,12,0.501,36,61,0,2,0,0,0,0,0,0,1,6.6,174,12,7.4,0,0.0,1,1,Kanban,Industrie,228000.0
2,23,0.656,55,81,17,2,0,0,0,0,1,0,3,10.0,104,7,7.5,0,0.0,1,0,Scrum,IT,331000.0
1,17,0.635,29,64,9,2,1,1,0,1,0,1,3,1.8,334,23,2.5,63,0.0,0,3,Kanban,Telecom,312000.0
2,4,0.749,72,94,4,5,0,1,0,1,0,1,3,2.2,393,28,5.4,33,0.0,0,2,Scrum,Finance,545000.0
2,11,0.537,31,57,16,1,0,0,0,0,0,1,0,3.1,246,17,6.1,0,0.0,1,1,Scrum,IT,74000.0
1,16,0.397,74,69,12,1,0,0,0,0,0,0,3,9.2,76,5,8.4,0,0.0,1,0,Kanban,Logistique,148000.0
1,18,0.572,52,54,15,1,1,0,0,0,0,0,1,7.0,82,5,5.5,0,0.0,0,2,Kanban,Finance,377000.0
1,6,0.351,72,84,0,0,0,0,0,0,0,0,1,8.8,275,19,9.5,0,0.0,1,0,Kanban,Education,575000.0
1,10,0.624,63,62,12,4,0,1,0,0,1,1,1,3.4,159,11,4.2,43,0.0,0,3,Kanban,Logistique,160000.0
2,7,0.551,74,85,0,1,0,0,0,0,0,0,1,7.1,216,15,9.6,0,0.0,1,0,Scrum,Education,535000.0
1,10,0.674,20,44,8,3,0,0,0,1,1,1,2,0.7,276,19,3.3,54,0.0,0,3,Kanban,Industrie,158000.0
0,21,0.483,100,113,0,2,0,1,1,0,0,0,4,10.0,340,24,9.1,0,0.0,1,0,Agile,Logistique,139000.0
3,5,0.685,39,33,17,0,0,0,1,0,0,0,2,8.7,148,10,5.7,0,0.0,0,2,Waterfall,Telecom,452000.0
1,23,0.328,61,73,5,0,0,0,0,0,0,0,2,5.2,357,25,9.2,0,0.0,1,0,Kanban,Telecom,77000.0
0,10,0.599,64,84,19,6,0,1,0,0,0,1,4,4.2,346,24,5.4,37,0.0,0,2,Agile,Industrie,302000.0
